text_11.started,text_11.stopped,Inst.started,Inst.stopped,click.x,click.y,click.leftButton,click.midButton,click.rightButton,click.time,click.started,click.stopped,participant,session,date,expName,psychopyVersion,frameRate,
21.2033338000183,None,23.328676800010726,None,0.22,0.24375,1,0,0,0.971909300016705,0.01630034000845626,None,,001,2021_Jul_23_0447,exp3,2021.2.0,60.12509626891276,
