trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,images,text_11.started,text_11.stopped,Inst.started,Inst.stopped,stimuli_prac.started,stimuli_prac.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_12.started,text_12.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,32.12921119999373,None,34.27356780000264,None,41.550441100029275,None,3,6.987747800012585,41.7513684000005,None,,,,001,2021_Jul_22_1244,exp1,2021.2.0,59.69130046174842,
,,,,,,,,,,,,,,,41.7513684000005,None,,,,,,,
