trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,images,text_11.started,text_11.stopped,Inst.started,Inst.stopped,stimuli_prac.started,stimuli_prac.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_12.started,text_12.stopped,text_14.started,text_14.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,26.212092000001576,None,28.360498399997596,None,37.39621049998095,None,7,2.0955976000404917,37.59792639996158,None,,,,,,001,2021_Jul_22_1337,exp1,2021.2.0,60.34460391279997,
,,,,,,,,,,,,,,,37.59792639996158,None,41.87011939997319,None,,,,,,,
