images,location,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text_11.started,text_11.stopped,Inst.started,Inst.stopped,stimuli_prac.started,stimuli_prac.stopped,click.x,click.y,click.leftButton,click.midButton,click.rightButton,click.time,click.started,click.stopped,text_14.started,text_14.stopped,mem_inst.keys,mem_inst.rt,No_inst.keys,No_inst.rt,participant,session,date,expName,psychopyVersion,frameRate,
images/128.jpg,"(0.3, 0.1)",,,,,,,,,0,14,14,14,,,,,,,,,,,-0.1225,-0.04625,1,0,0,1.2531679999665357,0.016503920021932572,None,,,,,2,0.29991960001643747,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/2.jpg,"(0.05, 0.01)",,,,,,,,,,,,,0,0,0,0,,,,,,,-0.12875,-0.0825,1,0,0,1.388629299995955,0.01649812003597617,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/27.jpg,"(-0.3, 0.15)",,,,,,,,,,,,,0,1,1,1,,,,,,,-0.12875,-0.0825,1,0,0,1.557804899988696,0.016413219971582294,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/64.jpg,"(0.25, 0)",,,,,,,,,,,,,0,2,2,2,,,,,,,-0.12875,-0.0825,1,0,0,1.820808099990245,0.016355119994841516,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/4.jpg,"(0.2, -0.3)",,,,,,,,,,,,,0,3,3,3,,,,,,,-0.12875,-0.0825,1,0,0,2.3720185999991372,0.01629982003942132,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/32.jpg,"(-0.3, 0.3)",,,,,,,,,,,,,0,4,4,4,,,,,,,-0.12875,-0.0825,1,0,0,2.3565509999752976,0.016518220014404505,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/79.jpg,"(0.1, -0.05)",,,,,,,,,,,,,0,5,5,5,,,,,,,-0.12875,-0.0825,1,0,0,1.7044101000064984,0.016219420067500323,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/8.jpg,"(-0.3, -0.3)",,,,,,,,,,,,,0,6,6,6,,,,,,,-0.12875,-0.0825,1,0,0,1.5366456999909133,0.016384620044846088,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/38.jpg,"(-0.3, -0.25)",,,,,,,,,,,,,0,7,7,7,,,,,,,-0.12875,-0.0825,1,0,0,1.9383075999794528,0.01633351994678378,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/87.jpg,"(-0.3, 0.05)",,,,,,,,,,,,,0,8,8,8,,,,,,,-0.12875,-0.0825,1,0,0,1.8705583999981172,0.016528420092072338,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/16.jpg,"(-0.25, 0.3)",,,,,,,,,,,,,0,9,9,9,,,,,,,-0.12875,-0.0825,1,0,0,1.9045802000327967,0.01648082007886842,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/47.jpg,"(0, 0.3)",,,,,,,,,,,,,0,10,10,10,,,,,,,-0.12875,-0.0825,1,0,0,0.7224753999616951,0.016506319981999695,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/100.jpg,"(0.3, 0.2)",,,,,,,,,,,,,0,11,11,11,,,,,,,-0.12875,-0.0825,1,0,0,0.718624799977988,0.01653952000197023,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/20.jpg,"(0.02, -0.3)",,,,,,,,,,,,,0,12,12,12,,,,,,,-0.12875,-0.0825,1,0,0,0.8368210000335239,0.016498719982337207,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/55.jpg,"(-0.1, -0.3)",,,,,,,,,,,,,0,13,13,13,,,,,,,-0.12875,-0.0825,1,0,0,0.8528950000181794,0.016522420046385378,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
images/128.jpg,"(0.3, 0.1)",,,,,,,,,,,,,0,14,14,14,,,,,,,-0.12875,-0.0825,1,0,0,0.6020506999921054,0.016515220049768686,None,,,,,,,,001,2021_Jul_23_0519,exp3,2021.2.0,59.73961890339507,
