images,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,text_11.started,text_11.stopped,Inst.started,Inst.stopped,stimuli_prac.started,stimuli_prac.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_12.started,text_12.stopped,text_14.started,text_14.stopped,Survey.keys,Survey.rt,Survey.started,Survey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,21.6262899999856,None,23.79494920000434,None,25.93365179997636,None,3,0.6946405000053346,26.133312200021464,None,,,,,,,,,,001,2021_Jul_23_0352,exp1,2021.2.0,60.04844708550897,
images/2.jpg,0,0,0,0,,,,,,,,,,,26.133312200021464,None,27.39020550000714,None,3,0.1567102000117302,28.687080000003334,None,,001,2021_Jul_23_0352,exp1,2021.2.0,60.04844708550897,
images/27.jpg,0,1,1,1,,,,,,,,,,,,,28.88376190001145,None,4,0.0841012999881059,29.487951099989004,None,,001,2021_Jul_23_0352,exp1,2021.2.0,60.04844708550897,
images/64.jpg,0,2,2,2,,,,,,,,,,,,,29.59915289998753,None,3,0.11315590003505349,30.10687419999158,None,,001,2021_Jul_23_0352,exp1,2021.2.0,60.04844708550897,
images/4.jpg,0,3,3,3,,,,,,,,,,,,,30.28380620002281,None,4,0.1008241000236012,30.791176499973517,None,,001,2021_Jul_23_0352,exp1,2021.2.0,60.04844708550897,
images/32.jpg,0,4,4,4,,,,,,,,,,,,,30.916160100023262,None,3,0.11617829999886453,31.424038900004234,None,,001,2021_Jul_23_0352,exp1,2021.2.0,60.04844708550897,
images/79.jpg,0,5,5,5,,,,,,,,,,,,,31.566647100029513,None,4,0.16992009995738044,32.05788570002187,None,,001,2021_Jul_23_0352,exp1,2021.2.0,60.04844708550897,
images/8.jpg,0,6,6,6,,,,,,,,,,,,,32.25592989998404,None,5,0.10910500003956258,32.726662900007796,None,,001,2021_Jul_23_0352,exp1,2021.2.0,60.04844708550897,
images/38.jpg,0,7,7,7,,,,,,,,,,,,,32.86779019999085,None,6,0.10745950002456084,33.392422000004444,None,,001,2021_Jul_23_0352,exp1,2021.2.0,60.04844708550897,
images/87.jpg,0,8,8,8,,,,,,,,,,,,,33.532071300025564,None,7,0.05014750000555068,34.009925800026394,None,,001,2021_Jul_23_0352,exp1,2021.2.0,60.04844708550897,
images/16.jpg,0,9,9,9,,,,,,,,,,,,,34.08455700002378,None,7,0.31236869998974726,34.611495800025295,None,,001,2021_Jul_23_0352,exp1,2021.2.0,60.04844708550897,
images/47.jpg,0,10,10,10,,,,,,,,,,,,,34.953718599979766,None,6,0.0742401999887079,35.49740410002414,None,,001,2021_Jul_23_0352,exp1,2021.2.0,60.04844708550897,
images/100.jpg,0,11,11,11,,,,,,,,,,,,,35.60273560002679,None,5,0.11307570000644773,36.130822099978104,None,,001,2021_Jul_23_0352,exp1,2021.2.0,60.04844708550897,
images/20.jpg,0,12,12,12,,,,,,,,,,,,,36.27544190001208,None,4,0.07911269995383918,36.76467220002087,None,,001,2021_Jul_23_0352,exp1,2021.2.0,60.04844708550897,
,,,,,,,,,,,,,,,,,36.871682700002566,None,,,,,,,,,,,
