images,location,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text_11.started,text_11.stopped,Inst.started,Inst.stopped,practice_dot.started,practice_dot.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_12.started,text_12.stopped,text_14.started,text_14.stopped,click.x,click.y,click.leftButton,click.midButton,click.rightButton,click.time,click.started,click.stopped,mem_inst.keys,mem_inst.rt,No_inst.keys,No_inst.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,21.652068600000348,None,23.776367600017693,None,28.088130399992224,None,3,1.136966299964115,28.215701800014358,None,,,,,,,,,,,,,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/2.jpg,"(0.05, 0.01)",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,28.215701800014358,None,30.524852900009137,None,-0.14125,0.01125,1,0,0,2.373454600048717,0.0163442799821496,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/27.jpg,"(-0.3, 0.15)",0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,34.32415350002702,None,-0.52,0.12125,1,0,0,1.03686709998874,0.016254879941698164,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/64.jpg,"(0.25, 0)",0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,36.64052439999068,None,0.035,-0.015,1,0,0,1.019388800021261,0.016333479899913073,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/4.jpg,"(0.2, -0.3)",0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,38.69189010001719,None,0.00625,-0.32125,1,0,0,0.8870216999785043,0.016237179923336953,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/32.jpg,"(-0.3, 0.3)",0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,40.72852370003238,None,-0.00625,-0.25375,1,0,0,0.18915350001771003,0.016379680018872023,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/79.jpg,"(0.1, -0.05)",0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,42.08659110002918,None,-0.00625,-0.25375,1,0,0,0.3893807999556884,0.01631457993062213,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/8.jpg,"(-0.3, -0.3)",0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,43.40522240003338,None,-0.00625,-0.25375,1,0,0,0.30377450003288686,0.01641397998901084,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/38.jpg,"(-0.3, -0.25)",0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,44.25424270000076,None,-0.00625,-0.25375,1,0,0,0.2524675000458956,0.016358880035113543,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/87.jpg,"(-0.3, 0.05)",0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,45.0325324999867,None,-0.22125,-0.15375,1,0,0,2.6899966999772005,0.016337680048309267,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/16.jpg,"(-0.25, 0.3)",0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,48.229803499998525,None,-0.22625,-0.14625,1,0,0,0.6203576999832876,0.016265179961919785,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/47.jpg,"(0, 0.3)",0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,49.59597239998402,None,-0.22625,-0.14625,1,0,0,0.5701096000266261,0.016372979909647256,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/100.jpg,"(0.3, 0.2)",0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,50.727498800028116,None,-0.22625,-0.14625,1,0,0,0.702091199986171,0.016144079971127212,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/20.jpg,"(0.02, -0.3)",0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,51.99817570002051,None,-0.22625,-0.14625,1,0,0,0.6194821000099182,0.016231680056080222,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/55.jpg,"(-0.1, -0.3)",0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,53.267768700025044,None,-0.22625,-0.14625,1,0,0,0.8046174999908544,0.016372380021493882,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
images/128.jpg,"(0.3, 0.1)",0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,54.66996460000519,None,0.07375,-0.04375,1,0,0,0.8178985999547876,0.0162260799552314,None,,,,,,001,2021_Jul_23_0414,exp1,2021.2.0,59.86443100868083,
