images,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text_11.started,text_11.stopped,Inst.started,Inst.stopped,stimuli_prac.started,stimuli_prac.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_12.started,text_12.stopped,text_14.started,text_14.stopped,Survey.keys,Survey.rt,Survey.started,Survey.stopped,mem_inst.keys,mem_inst.rt,No_inst.keys,No_inst.rt,participant,session,date,expName,psychopyVersion,frameRate,
images/55.jpg,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,6,0.2940284999785945,76.01021279999986,None,,,2,0.9028808000148274,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/128.jpg,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,6,0.26216119999298826,76.97840899997391,None,,,2,0.401123599964194,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/2.jpg,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,7,0.24078320001717657,78.96749100001762,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/27.jpg,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,7,0.2857575999805704,80.05041249998612,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/64.jpg,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,7,0.20784499996807426,80.98423280002316,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/4.jpg,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,7,0.21439740003552288,81.80171379999956,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/32.jpg,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,7,0.26696600002469495,82.65324610000243,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/79.jpg,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,7,0.19653120002476498,83.5716032999917,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/8.jpg,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,7,0.21140870003728196,84.38887179997982,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/38.jpg,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,7,0.18417979998048395,85.22381699999096,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/87.jpg,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,7,0.19283070001984015,85.99132859997917,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/16.jpg,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,7,0.13697270001284778,86.75910979998298,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/47.jpg,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,7,0.20461539999814704,87.44373910001013,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/100.jpg,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,7,0.13481910002883524,88.16129040002124,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/20.jpg,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,7,0.1281643999973312,88.89618999999948,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/55.jpg,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,7,0.11691760004032403,89.56335229997057,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
images/128.jpg,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,7,0.14405569998780265,90.24819509999361,None,,,,,,001,2021_Jul_23_0355,exp1,2021.2.0,59.65576239955079,
