text_11.started,text_11.stopped,Inst.started,Inst.stopped,stimuli_prac.started,stimuli_prac.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_12.started,text_12.stopped,participant,session,date,expName,psychopyVersion,frameRate,
26.046342400019057,None,28.195833200006746,None,30.617132599989418,None,3,1.5223084000172094,30.832683900021948,None,,,,001,2021_Jul_23_0506,exp1,2021.2.0,60.176401107369244,
,,,,,,,,,,30.832683900021948,None,,,,,,,
