trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,images,text_11.started,text_11.stopped,Inst.started,Inst.stopped,stimuli_prac.started,stimuli_prac.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_12.started,text_12.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,28.856256300001405,None,30.96756560000358,None,37.77815610001562,None,7,2.492195900005754,37.99612140003592,None,,,,001,2021_Jul_22_1246,exp1,2021.2.0,59.73526524539939,
,,,,,,,,,,,,,,,37.99612140003592,None,,,,,,,
