images,location,trials_0.thisRepN,trials_0.thisTrialN,trials_0.thisN,trials_0.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text_11.started,text_11.stopped,Inst.started,Inst.stopped,stimuli_prac.started,stimuli_prac.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_12.started,text_12.stopped,text_14.started,text_14.stopped,Survey.keys,Survey.rt,Survey.started,Survey.stopped,mem_inst.keys,mem_inst.rt,No_inst.keys,No_inst.rt,participant,session,date,expName,psychopyVersion,frameRate,
images/4.jpg,"(0.2, -0.3)",,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,1,0.1443981999764219,50.879082300001755,None,1,0.21896299999207258,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/32.jpg,"(-0.3, 0.3)",,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,1,0.1746430000057444,51.48061119997874,None,1,0.20117429998936132,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/79.jpg,"(0.1, -0.05)",,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,1,0.15730740001890808,52.09807050001109,None,1,0.1599308000295423,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/8.jpg,"(-0.3, -0.3)",,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,1,0.19608960003824905,52.66719710000325,None,1,0.13152420002734289,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/38.jpg,"(-0.3, -0.25)",,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,1,0.21789119997993112,53.30120899999747,None,1,0.16600569995352998,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/87.jpg,"(-0.3, 0.05)",,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,1,0.17053230002056807,53.96485109999776,None,1,0.15539969998644665,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/16.jpg,"(-0.25, 0.3)",,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,1,0.18219769996358082,54.568820799991954,None,1,0.16515630000503734,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/47.jpg,"(0, 0.3)",,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,1,0.18133279995527118,55.18583520001266,None,1,0.18631949997507036,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/100.jpg,"(0.3, 0.2)",,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,1,0.19600279995938763,55.803099200013094,None,1,0.16094440000597388,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/20.jpg,"(0.02, -0.3)",,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,1,0.16191530000651255,56.43731700000353,None,1,0.17062190000433475,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/55.jpg,"(-0.1, -0.3)",,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,1,0.20023389998823404,57.05489430000307,None,1,0.18674630002351478,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/128.jpg,"(0.3, 0.1)",,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,1,0.18989280000096187,57.67318629997317,None,1,0.16137759998673573,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/2.jpg,"(0.05, 0.01)",,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,2,0.18488549999892712,58.9583029000205,None,,,2,0.7853780000004917,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/27.jpg,"(-0.3, 0.15)",,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,2,0.16863199998624623,59.542742200021166,None,,,2,0.1272270000190474,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/64.jpg,"(0.25, 0)",,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,2,0.15907789999619126,60.14421449997462,None,,,2,0.1510804999852553,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/4.jpg,"(0.2, -0.3)",,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,2,0.20974740001838654,60.861537499993574,None,,,2,0.29194329999154434,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/32.jpg,"(-0.3, 0.3)",,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,2,0.17366989998845384,61.5454356999835,None,,,2,0.20545609999680892,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/79.jpg,"(0.1, -0.05)",,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,2,0.14829939999617636,62.16345649998402,None,,,2,0.16660920000867918,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/8.jpg,"(-0.3, -0.3)",,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,2,0.13897410000208765,62.780100299976766,None,,,2,0.20279290003236383,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/38.jpg,"(-0.3, -0.25)",,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,2,0.19478019996313378,63.39682470000116,None,,,2,0.21095360000617802,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/87.jpg,"(-0.3, 0.05)",,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,2,0.19862789998296648,64.0490558000165,None,,,2,0.19413840002380311,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/16.jpg,"(-0.25, 0.3)",,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,2,0.20385389996226877,64.66733999998542,None,,,2,0.15145440003834665,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/47.jpg,"(0, 0.3)",,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,2,0.18027509999228641,65.32300069998018,None,,,2,0.16364530002465472,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/100.jpg,"(0.3, 0.2)",,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,2,0.20019870001124218,65.93478220002726,None,,,2,0.1566795000107959,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/20.jpg,"(0.02, -0.3)",,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,2,0.18749610002851114,66.60368880000897,None,,,2,0.206687800004147,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/55.jpg,"(-0.1, -0.3)",,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,2,0.19347820000257343,67.25393870001426,None,,,2,0.18970400001853704,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/128.jpg,"(0.3, 0.1)",,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,2,0.23140390001935884,67.90447160002077,None,,,2,0.18614720000186935,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/2.jpg,"(0.05, 0.01)",,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,4,0.2058236000011675,69.47337820002576,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/27.jpg,"(-0.3, 0.15)",,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,4,0.1785499999532476,70.12455509998836,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/64.jpg,"(0.25, 0)",,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,4,0.209257600014098,70.75797580002109,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/4.jpg,"(0.2, -0.3)",,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,4,0.027454799972474575,71.47603830002481,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/32.jpg,"(-0.3, 0.3)",,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,4,0.26101400004699826,71.99432659999002,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/79.jpg,"(0.1, -0.05)",,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,4,0.038509300036821514,72.74482610000996,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/8.jpg,"(-0.3, -0.3)",,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,4,0.048769199987873435,73.26264749997063,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/38.jpg,"(-0.3, -0.25)",,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,4,0.05081950000021607,73.79614350001793,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/87.jpg,"(-0.3, 0.05)",,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,4,0.2604375999653712,74.31508159998339,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/16.jpg,"(-0.25, 0.3)",,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,4,0.020981800043955445,75.08234630001243,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/47.jpg,"(0, 0.3)",,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,4,0.23342120001325384,75.5657134000212,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/100.jpg,"(0.3, 0.2)",,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,4,0.18649150000419468,76.28546470002038,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/20.jpg,"(0.02, -0.3)",,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,4,0.002507500001229346,76.90120030002436,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/55.jpg,"(-0.1, -0.3)",,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,4,0.20626250002533197,77.36917680001352,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
images/128.jpg,"(0.3, 0.1)",,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,4,0.19484249997185543,78.03630769997835,None,,,,,,001,2021_Jul_23_0511,exp1,2021.2.0,59.56905363018186,
